description,year
"With the elimination of three militants, all of whom were operating in Kishtwar, only four dreaded Hizbul Mujahideen militants were now left in the district including Jehangir Saroori, Riaz Ahmad, Mudassir and Haroon, adds Daily Excelsior. While Haroon is a resident of Doda (Doda District), three others belonged to Kishtwar (Kishtwar District). The slain militants were directly involved in the killings of BJP leader Anil Parihar and his brother Ajit Parihar near their house in Kishtwar town on November 1, 2018, senior Rashtriya Swayam Sevak (RSS) functionary Chanderkant Sharma and his Personal Security Officer (PSO) Rajinder Singh inside the District Hospital Kishtwar on April 9, 2019 and two weapon snatching incidents.",2019
"Tripura Police arrested a Bangladeshi national on September 28 with two pistols from Natun Bazar in South Tripura District in Tripura, reports Northeast Now. Two pistols and four magazines were recovered from the arrestee, who claimed that he had procured the weapons from Agartala in West Tripura District. The arrestee was identified as Anumoy Chakma.",2019
"Two powerful Improvised Explosive Devices (IEDs) of 30 kilograms each were recovered by SFs in Dantewada District of Chhattisgarh on September 28, reports Business Standard. According to Police, the explosives were placed by Maoists in steel containers which were buried beneath the road to possibly target VIP/SFs convoy.""Teams of 195 battalions of CRPF [Central Reserve Police Force] and Dantewada police today (September 28) recovered around 60 kg IED planted under a bridge on Dantewada-Katekalyan road to target VIP/security forces convoy,"" Police said. SFs have also recovered 150 m-long electric wire connected to two IEDs.",2019
"Two terrorists were killed in Ganderbal District of Jammu and Kashmir in two separate incidents on September 28 and September 29, reports Daily Excelsior. The Indian Army began operations in Ganderbal on September 28 and killed one terrorist in the forest area of Ganderbal District. The operations were intensified on September 29 and another terrorist was killed in Ganderbal District.",2019
"A NSCN-Khaplang (NSCN-K) Yung Aug faction militant was arrested from Dimapur in Dimapur District of Nagaland on September 29, tweets Eastern Army Command.",2019
"A woman CPI-Maoist cadre, member of Maoist expansion team was gunned down in an encounter with Security Forces (SFs) near Suratiya village in Taregaon area in Kabirdham District of Chhattisgarh on September 29, reports The Pioneer. Acting on inputs about the presence of ultras in Taregaon area of the District, a team of the District Reserve Guard (DRG) launched a counter-insurgency operation, and when the team advancing through a forest in Suratiya, a gun-battle broke out between the Maoists and SF personnel. However, soon the rebels disappeared into the dense forest. During search of the spot, the body of a woman Maoist and a huge cache of Maoist literature and other material were recovered, Deputy Inspector General of Police (DIGP), anti-Maoist operations, Sundarraj P said. The killed Maoist was identified as Jugni, a member of 'vistaar platoon' no. 3 (expansion team) of Maoists, carrying cash reward of INR 200,000 on her head, he said.",2019
"After August 5, only four boys below the age of 18 were detained by the police, and they are now lodged at a Juvenile Observation Home (JOH) at Harwan in Srinagar (Srinagar District) in Jammu and Kashmir, an unnamed senior government official said, reports The Hindu on September 30. In all, there are 21 boys at the observation home. Among them 17 boys were detained before August 5. The official said the J&K administration was compiling a list of all persons detained in jails and police stations and had asked the police to submit their date of birth.",2019
"After inputs of frequent militant movement, security around vital installations has been intensified have been set up across sensitive areas of Srinagar city (Srinagar District) in Jammu and Kashmir, reports Daily Excelsior on September 30. The troops have also set up around 35 fresh bunkers at various places in Srinagar city mostly in sensitive areas. Besides there are mobile bunkers stationed at few dozens of places across Srinagar city. The bunkers from the Srinagar city and in the outskirts were removed after 2002 when Mufti Mohammad Syed was elected as Chief Minister of the State. Security forces have also established nakas across Srinagar and other parts of Kashmir valley to prevent militant movement.",2019
"Following inputs of frequent militant movement, security around vital installations has been intensified and over two dozen fresh bunkers have been set up across sensitive areas of Srinagar city in Srinagar District, reports Daily Excelsior on September 30. Security Forces (SFs) have inputs that militants might carry out attacks in Srinagar city so the security has been intensified around vital installations to prevent such attacks. SF personnel are keeping round the clock vigil of these installations as a security measure. The troops have also set up around 35 fresh bunkers at various places in Srinagar city mostly in sensitive areas. The new bunkers have come up at Jehangir Chowk, on Moulana Azad Road outside Sri Pratap College, TRC (Tourist Reception Centre) and several other places as a security measure. Besides there are mobile bunkers stationed at few dozens of places across Srinagar city.",2019
"India has an estimated over 600,000 rogue or unregulated unmanned aerial vehicles (UAVs) and security agencies are analysing modern anti-drone weapons like sky fence, drone gun, ATHENA, drone catcher and Skywall 100 to intercept and immobilise suspicious and lethal remote controlled aerial platforms, reports Economic Times on September 30. Recent incidents like the drone attack on Saudi Arabia's largest petroleum company and arms dropping by UAVs in Punjab from across the India-Pakistan border has alerted Indian security and intelligence agencies. These drones could act as a ""potential threat"" to vital installations, sensitive locations and specific events and a ""compatible solution"" is required to counter them, notes an official blueprint prepared by security agencies.",2019
"Indian Air Force (IAF) is monitoring the developments along the western front and is prepared to carry out a Balakot-type strike, said Air Chief Marshal RKS Bhadauria, reports The Times of India on September 30. ""We are prepared for any eventuality and will carry out any mission as directed by the government,"" he said. He further added that the IAF ""is in the process of inducting significant combat capability which will bolster our overall operational potential.""",2019
